Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Author
"@wpjenna There's still something not right about virus risk -around- Trump himself. What about safety measures prior to entering the White House or speech venues? Do legislators sleep in trash dumpsters nearby fast food drive-thrus?

I'm not calling conspiracy, but I just think it's off",22/10/2020 9:53,en,,0,0,@wpjenna,☄️Videoneon #beastchange #WhensNanamisTwitr,"#coinspirator! SSBM, SSBU, Guilty Gear, Tekken! MK8 Player, Aikatsu beginner. hate Trump! ""Give light to the people. Give destruction to Mavericks"" - Phantom",590051,292218,973,660,52,FALSE,@videoneonr
"@wpjenna You’re a journo for WaPo. Let me help you out👇

“Christie, despite having asthma and following stringent protocols recommended by Fauci &amp; CDC, was never previously outspoken or critical of Trump going against those protocols, until he contested COVID.",22/10/2020 9:57,en,,0,0,@wpjenna,Ali B 🆘,"#RESIST #IMPEACH Willful ignorance takes effort. Dog lover, traveler. Racism, Bigotry, Homophobia are a cancer. #TrumpWhiteTerrorism",44222,36030,1375,464,0,FALSE,@TrumpLezzieTwin
@wxyzdetroit The GOP has ceased being the pro-life party with horrible policies like this under the Trump admin. Sickening,22/10/2020 10:09,en,,0,0,@wxyzdetroit,Jake,"Midwesterner. Detroit sports, Columbus Crew and Buckeye fan. Below average golfer.",2626,10945,748,61,0,FALSE,@OhiofJake
"@xAmyShepx They're attacking him just because instead of going to a Biden/Harris support chat, he just went to church.

He's a damn Christian! He worships our Lord, who does not tolerate this type of behavior!",22/10/2020 10:00,en,,0,0,@xAmyShepx,McFrozenNuggets,I'm a 23-year-old Opportunity Networks client. *A fair warning: you'll see a lot of vulgar language from me on here in the 'Tweets/Replies' section. #Trump2020,2166,8632,85,27,0,FALSE,@WhiteJedi2020
"@xennial25 @ProudSocialist I’ve joined and will contribute.  I’m as sick of the duopoly as anyone but without a viable 3rd party with a real shot at winning THIS year I looked at reality and voted Biden

 I could not, in good conscience, make a “protest vote” that helps @realDonaldTrump",22/10/2020 10:06,en,,0,0,@xennial25,ACostello,,11326,11,27,33,0,FALSE,@Realisticin2020
@xotylervert @MalehamEve @ContraPoints It does if Trump wins another term and stands by while right-wing death squads kill left-wingers without repercussions.,22/10/2020 10:10,en,,0,0,@xotylervert,Anarcho-Kamalist 🌹,"Anarcho-Kamalist, Biden-Obamist with moderate progressive characteristics. Kamala will lead the glorious revolution. #Resistance is Praxis",18762,139937,500,569,4,FALSE,@AnarchoKamalist
@y2kgalaxee @thejtlewis @RudyGiuliani Gotta love the reactionary crackpots that flock around the pathetic Trump clown show.,22/10/2020 9:59,en,,0,0,@y2kgalaxee,Eric Maundry,I run an informative news site called The Sierra Madre Tattler. https://t.co/3EjXIkODCD,1714,181,570,36,0,FALSE,@EricMaundry
"@yashar @maggieNYT @ShaneGoldmacher His campaign is broke?

Just like his casinos?

Tell me again why some Americans think he'd better with the economy?

https://t.co/muEhrHxhYr",22/10/2020 10:04,en,,0,0,@yashar,R. S. S.,Remember #Charlottesville and #Helsinki.,114221,3168,1598,844,20,FALSE,@_R_S_S_
"@yesnicksearcy @JoeBiden And if you vote for Biden you are actually voting for Harris for President. If Biden's health doesn't take him out, his corruption will.",22/10/2020 9:58,en,,0,0,@yesnicksearcy,Phil Brown,Believe in limited government and free markets.,5564,17728,518,393,3,FALSE,@56keg
"@yesnicksearcy This suburban woman is voting for Trump because I don't want to see these vicious, vindictive harpies anywhere near positions of power. 

I find it amusing that all the things they criticize Trump for regarding sex were all done when Trump was a Democrat.",22/10/2020 10:07,en,,0,0,@yesnicksearcy,MissKitTKat,Sweet and sassy libertarian. Just a little tiger now but you probably knew me in a past life. Seven more to go! @TheKat at Parler.,201,521,160,28,0,FALSE,@MissKitTKat1
"@yogagenie @buzzman888 @realDonaldTrump @RealRLimbaugh Does #ChinaJoe put a lid on the debate?   His public life is over: Hunter Biden called his dad ‘the Big Guy’ or ‘my Chairman,’ and frequently referenced asking him for his sign-off or advice on various potential deals that we were discussing.",22/10/2020 10:04,en,,0,0,@yogagenie,ABC,,29339,59993,1480,182,16,FALSE,@2alphabet6
"@yogagenie @shellsncheezzz @realDonaldTrump @RealRLimbaugh We are facing the greatest threat to our sovereignty in US history. Our media, our political parties, our DOJ have already been seized by Big Tech Communists. 

They want Biden to win because they will control him. 
They need Trump gone.  Nov 3 determines our future.",22/10/2020 9:56,en,,0,0,@yogagenie,therealdeal,life long Democrat. I saw the light. The You Ain’t Black comment was too much for me. I’m an American.,1333,894,82,56,0,FALSE,@therealanswers2
"@your_fail @ASavageNation Rush is going through something that is very difficult.

Look how Biden is being exploited by his party while he is suffering with his ailment. That is the weakness that comes from others knowing one's condition.

Probably should have been private, but the tweet had a point.",22/10/2020 10:01,en,,0,0,@your_fail,Thomas Wilson,independent,306,117,25,0,0,FALSE,@ThomasW78496360
@yourauntifa @meenaharris Their chairman is a person of colour and what about sleepy Joes emails the lefty anti American media won’t talk about that they are terrible. Trump gets 1000s at his rallies Biden is lucky to get 3 poor fellow. #AllLivesMatter,22/10/2020 9:55,en,,0,0,@yourauntifa,Most Lefties Hate The West,The Enlightened Christian Western Civilisation is in peril if it falls the world falls with it. retweet’s not endorsements and all that bull.,124683,133080,1803,1416,55,FALSE,@DnellStephen
"@youthfulbloom_ @GraceRandolph Your handle literally says everything about you.

Did you hear about this story from Biden's son? https://t.co/zwkXjC0eGb",22/10/2020 10:03,en,,0,0,@youthfulbloom_,McFrozenNuggets,I'm a 23-year-old Opportunity Networks client. *A fair warning: you'll see a lot of vulgar language from me on here in the 'Tweets/Replies' section. #Trump2020,2166,8632,85,27,0,FALSE,@WhiteJedi2020
"@yuji14164707 @PatrickNova6 @realDonaldTrump China is a totalitarian regime, &amp; I might add a very economically successful one at that.  But oppressive to democratically accepted practices. Trump wants us to be a totalitarian regime as well. He envy's Xi.",22/10/2020 9:55,en,,0,0,@yuji14164707,Sam Venezia,I am an American🌊🌊🌊,39824,12720,417,311,3,FALSE,@samtosane
"@zamosass lottie, i am so sorry (actually no i am not sorry since you and kyle both probably support trump), but i dont think we can be friends anymore. goodbye.",22/10/2020 9:50,en,,0,0,@zamosass,yel🐮,#TATI Wanna get muted? // BLM !! // courtney and katya stan 𓃠,8378,13910,700,500,13,FALSE,@J0ANNERYDER
@zplusk_ @WSJ Thats factually incorrect. 1/3 of adults eligible didn’t vote at all in 2016. Of those who did vote 53% of white women voted for Trump less than 2% of Black women did. Demographics matter so does the truth stop spreading misinformation.,22/10/2020 9:54,en,,0,0,@zplusk_,kristalisbougie,"I’m into social justice, politics, animals, and beauty. Motto-Do no harm but take no shit.",10689,16278,267,801,0,FALSE,@kristal100
"A 42-year-old Frederick man is facing federal charges after allegedly leaving a threatening note at the front door of a Joe Biden and Kamala Harris supporter.

https://t.co/egNpXbKMoS",22/10/2020 10:03,en,,0,1,,WMAR-2 News,"🦀 Baltimore, MD
❤️ Working for You
✉️ Story idea? newsroom@wmar.com
👍🏽 Follow for community news #WMARCares
🇺🇸 We are the #VoiceforVeterans",166580,1601,1224,36149,938,TRUE,@WMAR2News
A Biden administration will wreak havoc among low wage workers - American Thinker https://t.co/azvjhjaSj2,22/10/2020 10:01,en,,0,0,,Terri,Married; Mother; Army vet; ASL user; Conservative; Anti-Communist; Libertas Justitia Veritas; America First,158605,17634,11053,11335,304,FALSE,@River_City
A Biden administration will wreak havoc among low wage workers https://t.co/6uB7OMySub,22/10/2020 10:05,en,,3,2,,Martin H Oxman,UGA '73 BBA. USAF Reserves 1970-76.Proud Father/Grandpa. Jewish-Conservative- Independent. Engaged. MAGA!!🇺🇸,90836,149211,28495,26473,39,FALSE,@OxmanMartin
A Bizarre and Revealing Biden Interview https://t.co/AnF8WeE1cf,22/10/2020 10:01,en,,0,0,,TX Examiner,"Jayhawker, Illinois refugee, Texan by choice,#PoxOnBothHouses, Ninth and @TenthAmendment enthusiast, #SMOD2020",60427,1226,723,267,15,FALSE,@QCExaminer
"A Closer Look at Trump storming out of a 60 Minutes interview. 
#ImpeachTrump #traitorinchief 
https://t.co/l62uFZpR9e",22/10/2020 9:55,en,,0,1,,Mike Dapron,"Ancient Geek.  Programmed first computer in 1968.  Built first computer in 1979.  Loves Chick Corea, Neil Gaimen, Evil Dead, Mass Effect, and Hot & Sour soup.",49858,47265,80,88,9,FALSE,@DapronM
"A Facebook friend of mine is talking about he’s voting for Trump because of taxes, but this ni.....

Never mind.",22/10/2020 9:53,en,US,2,0,,G,Old Dominion University Alumnus #ClipperNation The Attitude of Gratitude is available at the link below- Project/Product Manager,54215,2005,1365,1843,20,FALSE,@_GSelden
"A Great Song Parody - THIS IS DONALD TRUMP: PART 1

 https://t.co/zq1XrKuV0I",22/10/2020 10:07,en,,3,2,,Armand Hamouth🌊 🆘,🌊I FOLLOW BACK ALL RESISTERS🌊Director-Writer-Poet #WritingCommunity #LGBTQ #BlackLivesMatter #FBR #GenderEquality #VoteBlue2020🌊I FOLLOW BACK ALL RESISTERS🌊,40162,44094,54994,55122,42,FALSE,@AreMond2
A Huge storm threatens Joe Biden’s campaign https://t.co/05qED5s9yZ via @pamelageller,22/10/2020 9:50,en,,0,0,,~~manonthestreet~~,"~Conservative,God,Country,Father,Fighter,Top Salesman,I Stumble,I Learn,Never Give Up.Twitter has suspended my acct. twice by accident (so they say) #TRUMP",135290,5545,6891,6683,188,FALSE,@checktothepower
"A Neutered Debate: Inwitch two parties agree to be cut-off midstream Debating! Embarrassing! Angered! Shouting!

Presidential debate commission co-chair claims 'mute' button is neither a 'change' nor unfair

https://t.co/hdI22kTKCb",22/10/2020 10:04,en,US,0,0,,AmericanResistance,"Americans Resistance to BS! 
See it & Confront it! #MAGA",9776,6838,4732,2686,3,FALSE,@louis122757
A PR firm for Trump! https://t.co/25vSsy1qKv,22/10/2020 10:11,en,,2,0,,northierthanthou.com,"I live as far north as you can go in the U.S. I blog because what the Hell else am I gonna do? It's cold out there. Read my blog, dammit!",94116,292366,123841,116526,485,FALSE,@Brimshack
"A President who incites domestic terrorism?  ""Who does that?""  Trump does.  
@GBH @GBHNews 

https://t.co/iy9ABmeo5n",22/10/2020 10:00,en,,50,6,,Juliette Kayyem,"Harvard Prof, CEO, CNN Analyst, Advisor, Former Department of Homeland Security and mother of 3. Author of ""Security Mom."" https://t.co/Y4xjAmzAjW",33396,12144,960,165453,2267,TRUE,@juliettekayyem
A Rude Awakening is Coming for Trump and His Supporters by @FrankLukacovic https://t.co/HSkyP0b7Uq,22/10/2020 9:50,en,,0,0,,Diana S,,51783,287,691,52,1,FALSE,@moondaughter72
A T.I. #Verzuz was always going to happen. He's always on top of marketing when his albums come out. Jeezy coming out the woodwork tells me that TIP axed 50 Cent from the card when he backed Trump https://t.co/3TtXrU9vST,22/10/2020 9:57,en,,0,0,,Chris Crawford,Producer/Host for WDBO 1073FM and AM 580,6019,7613,1782,726,7,FALSE,@WDBO580CC
"A Trump re-election puts democracy at risk, not just in the US, but across the world https://t.co/IKd2euWcQ6",22/10/2020 10:03,en,,0,0,,Eduard Antoniu,"Kid of the '60s, teen of the '70s, hanging in the '20s",83051,278748,611,1525,31,FALSE,@Editwit
"A White female customer was caught on video shouting a string of obscenities at a Black Starbucks barista in Southern California, after the customer refused to properly wear a face covering inside the store. https://t.co/HNXf47m4pM",22/10/2020 10:05,en,,56,22,,CNN International,"Breaking news from around the world, plus business, style, travel, sport and entertainment. We #gothere.",241172,135,369,11352877,41831,TRUE,@cnni
"A former Trump supporter's advocacy group is erecting billboards near the president's rallies, dubbing them COVID-19 ""superspreader"" events and claiming they're causing concern for residents of rural communities. https://t.co/T81T6kYycm",22/10/2020 10:07,en,,0,0,,"Paul the other one, it's got bells 🔔 🔔","Conservative, small business owner.
Voting for Joe Biden.
Didn't vote Trump in 2016
Voted Democrat first time 2018.
I have nothing in common with today's GOP.",33100,52960,2882,9262,45,FALSE,@paulcshipley
"A guy running for President is part of a money laundering scheme. You’d better care about this voters!😖😡
Report: Hunter Biden’s Laptop Seized by Feds as Part of Money Laundering Probe https://t.co/xiHW1kroA4",22/10/2020 10:06,en,,0,0,,Joli-Olio,"Married, A proud American who ❤️’s her country & President Trump! KAG/MAGA, blessed breast cancer survivor, proud Christian, Support 1A/2A🚫DMs🚫Lists",4078,2004,1536,1421,1,FALSE,@OlioJoli
A huge Biden rally addressed by some half white guy. https://t.co/iaEQHaRMI1,22/10/2020 9:53,en,,1,1,,🇨🇦🇬🇧Soshul Distan Singh,Any sane person should be instinctively skeptical when all the smart people agree.,31773,12621,60,326,13,FALSE,@soshuldistansin
A leader we haven't had a leader since President Barack Obama finished his course we have gone through four years of downhill failures we have been neglected and misuse and abuse by the Trump Administration but never again would this happen because it's time for him to go .......,22/10/2020 10:05,en,,0,0,@dial_rev,Rev.george Dial,,728,347,25,2,0,FALSE,@dial_rev
"A lot of stuff are so called “ideas” for Joe Biden right now. ANTIFA, BLM and apparently now America. What’s next? @JoeBiden",22/10/2020 9:58,en,,0,0,,Scott Knight,Hoping to stay sharp rather than become a GAF Machine like #BeijingBiden #StayWoke #MAGA #notaLiberal,573,1440,101,17,0,FALSE,@KnightRider9090
"A majority of voters, 68%, said that they are financially worse off or the same since Trump became president, tying a 12-month high.

 https://t.co/0351TigOAu",22/10/2020 9:56,en,,15,11,,Washington Examiner,Political news and commentary from the Washington Examiner. https://t.co/ou7lbgJSLh,498969,685,253,272633,3967,TRUE,@dcexaminer
"A man left a threatening note at the house of someone with a Biden sign in their yard. He was arrested and confessed.

Secret Service Arrests Man For Note Threatening To Kill, Kidnap Biden And Harris https://t.co/a4nkQpCMBb",22/10/2020 9:57,en,,51,20,,Alison Greene,Russia if you're listening....TAKE HIM BACK!!!  Fighting in every way I can to get our Democracy back. We Impeached but can't rest til we #RemoveTrump,27131,74225,67090,83498,110,FALSE,@GrassrootsSpeak
"A more interesting picture emerges when I compared Trump and Biden's interaction rates on Twitter, which account for the changes in the size of their followers-base. Biden’s Twitter interaction rate comprehensively beats Trump’s across the entire home stretch of the campaign
4/11 https://t.co/aWkHeKCnZH",22/10/2020 10:06,en,,0,0,@chinhon,Chua Chin Hon,"Data | Politics | Media 
Github: https://t.co/9IFXAaTaxi 
Medium: https://t.co/dRaK1fHmGf",21175,1764,335,1638,152,FALSE,@chinhon
"A new Bill Cosby mugshot sends Twitter in an uproar, Trump trashes Fauci again, 50 Cent endorses Trump https://t.co/65se681I4q",22/10/2020 9:58,en,,0,0,,The Diamond K Show,"Political Commentator, Weekdays 7-9p https://t.co/dBRSKiZnqf 🎙
Digital Content Manager | Graphic Designer | Video Editor
CEO & Producer @HighRollaRecords 🎵",45652,1845,3936,2654,55,FALSE,@TheDiamondKShow
A new poll out says that 98% of the American People believe that Joe Biden was not only involved in the money laundering with son Hunter.  That Obama is the “ Big Guy” https://t.co/Alq3UEkpwz,22/10/2020 10:07,en,,1,0,,saynotojoe,,14805,14425,240,120,1,FALSE,@saynotojoe1
A new report from Asian American advocacy groups and scholars concludes that Trump is by far the most influential “superspreader” of anti-Asian racism. https://t.co/y2j0g7dhqr via @HuffPostPol,22/10/2020 10:11,en,,0,0,,Charles Brobst 💙BLM,"Love your neighbor
Black Lives Matter
Liberty and Justice for All
Hilary the legitimate president
Biden 2020
Traitor Trump
Reverse Climate Change
antifa",194394,92168,454,1015,97,FALSE,@cabrobst
